neighborhood,address,unit,zip_code,bedrooms,bathrooms,half_baths,price,net_effective_price,building_type,sqft,furnished,no_fee,lease_months,months_free,available_date,date_listed,url
Clinton Hill,392 Clinton Avenue,3N,11238,4,2,0,6500,0,RENTAL,0,f,f,,0.00,2026-01-01,2025-12-09,https://streeteasy.com/building/392-clinton-avenue-brooklyn/3n
Lenox Hill,1365 York Avenue,35L,10021,1,1,0,5495,0,RENTAL,0,f,f,,0.00,2017-11-16,2025-12-09,https://streeteasy.com/building/the-somerset/35l
Upper West Side,101 W. 90th Street,17E,10024,2,1,0,5933,0,RENTAL,920,f,f,,0.00,2026-01-29,2025-12-09,https://streeteasy.com/building/james-marquis/17e
Upper West Side,101 W. 90th Street,11H,10024,2,2,0,6881,0,RENTAL,1053,f,f,,0.00,2026-01-03,2025-12-09,https://streeteasy.com/building/james-marquis/11h
Upper West Side,101 W. 90th Street,18D,10024,2,2,0,6661,0,RENTAL,975,f,f,,0.00,2026-01-10,2025-12-09,https://streeteasy.com/building/james-marquis/18d
Historic Downtown,311 5th Street,1,07302,3,2,0,3800,0,HOUSE,0,f,f,,0.00,2025-12-09,2025-12-09,https://streeteasy.com/building/311-5-street-jersey_city/1
Upper West Side,122 West 75th Street,3A,10023,1,1,0,4895,0,RENTAL,0,f,f,,0.00,2025-12-09,2025-12-09,https://streeteasy.com/building/122-west-75-street-new_york/3a
Williamsburg,47 Withers Street,2R,11211,4,1,0,3996,0,MIXED_USE,0,f,f,,0.00,2025-12-09,2025-12-09,https://streeteasy.com/building/47-withers-street-brooklyn/2r
Bushwick,358 Palmetto Street,2C,11237,3,1,0,3750,0,RENTAL,0,f,f,,0.00,2025-12-31,2025-12-09,https://streeteasy.com/building/358-palmetto-street-brooklyn/2c
Astoria,32-38 36th Street,MDL2,11106,2,1,1,3500,0,THREEFAMILY,0,f,f,,0.00,2026-01-01,2025-12-09,https://streeteasy.com/building/32_38-36-street-astoria/mdl2
Central Harlem,2340 Adam C Powell Boulevard,35,10030,2,1,0,2484,0,RENTAL,800,f,f,,0.00,2025-12-08,2025-12-09,https://streeteasy.com/building/2340-adam-c-powell-blvd-new_york/35
Midwood,1719 East 8th Street,B1,11223,0,1,0,1595,0,RENTAL,0,f,f,,0.00,2025-12-09,2025-12-09,https://streeteasy.com/building/1719-east-8-street-brooklyn/b1
Greenpoint,87 Commercial Street,4004N,11222,3,2,0,8142,0,RENTAL,0,f,f,,0.00,2025-12-09,2025-12-09,https://streeteasy.com/building/87-commercial-street-brooklyn/4004n
Greenpoint,81 India Street,A1,11222,2,2,1,15000,0,CONDO,2000,t,f,,0.00,2026-02-06,2025-12-09,https://streeteasy.com/building/81-india-street-brooklyn/a1
Hell's Kitchen,424 West 51st Street,14,10019,2,1,0,4495,0,RENTAL,0,f,f,,0.00,2025-12-09,2025-12-09,https://streeteasy.com/building/424-west-51-street-new_york/14
Wingate,566 Maple Street,3S,11203,3,2,0,3400,0,RENTAL,0,f,f,,0.00,2025-12-09,2025-12-09,https://streeteasy.com/building/566-maple-street-brooklyn/3s
Wingate,566 Maple Street,5W,11203,4,2,0,3600,0,RENTAL,0,f,f,,0.00,2025-12-09,2025-12-09,https://streeteasy.com/building/566-maple-street-brooklyn/5w
Flatbush,111 Amersfort Place,2A,11210,0,1,0,1650,0,TWOFAMILY,0,f,f,,0.00,2025-12-09,2025-12-09,https://streeteasy.com/building/111-amersfort-place-brooklyn/2a
Astoria,32-38 36th Street,1FR,11106,1,1,0,2600,0,THREEFAMILY,0,f,f,,0.00,2026-01-01,2025-12-09,https://streeteasy.com/building/32_38-36-street-astoria/1fr
Hell's Kitchen,500 West 45th Street,502,10036,1,1,0,5700,0,CONDO,777,f,f,,0.00,2025-11-29,2025-12-09,https://streeteasy.com/building/bloom-on-forty-fifth/rental/4918122
Hell's Kitchen,653 9th Avenue,4R,10036,1,1,0,3595,0,RENTAL,0,f,f,,0.00,2025-12-09,2025-12-09,https://streeteasy.com/building/653-9-avenue-new_york/4r
Hamilton Heights,526 West 139th Street,18B,10031,3,1,0,3795,3649,RENTAL,0,f,f,13,0.50,2025-12-09,2025-12-09,https://streeteasy.com/building/526-west-139-street-new_york/18b
Murray Hill,237 East 34th Street,706,10016,1,1,0,5619,4995,RENTAL,0,f,f,18,2.00,2025-12-09,2025-12-09,https://streeteasy.com/building/theater-house/706
Ridgewood,17-21 Menahan Street,2L,11385,3,3,0,5000,0,RENTAL,0,f,f,,0.00,2025-12-15,2025-12-09,https://streeteasy.com/building/17_21-menahan-street-ridgewood/2l
Midwood,1440 Ocean Parkway,2K,11230,2,1,0,2550,0,RENTAL,0,f,f,,0.00,2025-12-09,2025-12-09,https://streeteasy.com/building/1440-ocean-parkway-brooklyn/2k
Marble Hill,170 West 225th Street,223,10463,1,1,0,3125,2500,RENTAL,0,f,f,15,3.00,2025-12-09,2025-12-09,https://streeteasy.com/building/the-danby/223
Kew Gardens,117-14 Union Turnpike,BF1,11415,1,1,0,2200,0,CO_OP,0,f,f,,0.00,2025-12-09,2025-12-09,https://streeteasy.com/building/117_14-union-turnpike-kew_gardens/bf1
Midwood,1775 Coney Is Avenue,PHJ,11230,1,1,0,2700,2507,RENTAL,765,f,f,14,1.00,2025-12-08,2025-12-09,https://streeteasy.com/building/the-island/phj
Kew Gardens,84-10 120th Street,1D,11415,0,1,0,4500,0,RENTAL,0,f,f,,0.00,2025-12-09,2025-12-09,https://streeteasy.com/building/84_10-120-street-kew_gardens/1d
Midwood,1775 Coney Is Avenue,5H,11230,2,2,0,3650,0,RENTAL,1100,f,f,,0.00,2025-12-08,2025-12-09,https://streeteasy.com/building/the-island/5h
Lenox Hill,450 East 78th Street,2B,10075,1,1,0,2850,0,MIXED_USE,0,f,f,,0.00,2025-12-20,2025-12-09,https://streeteasy.com/building/450-east-78-street-new_york/2b
